PERSON,SOURCE,COUNTRY,DIVISION,HAUL_ID,DAY,MONTH,YEAR,LAT,LON,DEPTH_M
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,2560047,26,8,2002,62.289875,-8.609965,231
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,2560048,26,8,2002,62.38145,-8.438125,215.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,2560049,26,8,2002,62.453975,-8.87594,482
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,2560050,27,8,2002,62.37659,-9.010425,482.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,2560051,27,8,2002,62.377875,-8.936335,457
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,2560052,27,8,2002,62.29104,-8.989315,443
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,2560053,27,8,2002,62.20722,-9.11509,466
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,2560054,27,8,2002,62.04227,-8.69963,256.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,2560055,27,8,2002,62.030625,-8.645505,206
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,2560056,27,8,2002,61.96721,-8.688795,306
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,2560057,27,8,2002,61.94614,-8.643515,218.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,2560058,27,8,2002,61.8006,-8.537365,311
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,2560059,27,8,2002,61.782575,-8.475735,211.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,2560060,27,8,2002,61.863475,-8.187415,151
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,2560063,28,8,2002,61.375385,-6.36261,313.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,2560064,29,8,2002,60.79209,-6.22175,181.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,2560065,29,8,2002,60.711515,-6.07431,435.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,2560066,29,8,2002,60.60782,-6.41532,239
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,2560067,29,8,2002,60.64137,-6.563395,234.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,2560068,29,8,2002,60.68934,-6.42153,218
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,2560069,29,8,2002,60.696325,-6.86755,288.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,2560070,29,8,2002,60.78507,-6.80608,215
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,2560071,29,8,2002,60.8671,-6.964715,245.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,2560086,30,8,2002,61.452035,-7.413915,177.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,2560087,30,8,2002,61.454835,-7.560195,193.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,2560088,31,8,2002,61.464405,-7.9032,205
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,2560089,31,8,2002,61.55003,-8.020175,298.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,2560090,31,8,2002,61.52387,-7.76005,180
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,2560106,2,9,2002,61.686425,-7.891805,318.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,2560107,2,9,2002,61.6298,-7.914725,348
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,2560108,2,9,2002,61.62107,-8.27595,479.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,2560110,2,9,2002,61.736775,-8.253975,169.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3520003,8,8,2003,61.541325,-4.894785,221
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3520004,8,8,2003,61.464415,-5.036375,238.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3520006,8,8,2003,61.56391,-5.239135,297
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3520007,8,8,2003,61.60342,-5.385085,306.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3520008,8,8,2003,61.69945,-5.40283,180
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3520009,8,8,2003,61.730105,-5.076005,238.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3520011,9,8,2003,61.88154,-4.640385,279
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3520012,9,8,2003,61.841775,-4.982445,218
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3520013,9,8,2003,61.78563,-5.177725,222
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3520017,9,8,2003,61.99623,-5.75427,239.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3520034,10,8,2003,62.527345,-5.911395,158
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3520035,10,8,2003,62.45835,-5.769955,154
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3520038,11,8,2003,62.279785,-5.802375,149.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3520039,11,8,2003,62.20364,-5.79541,186.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3520040,11,8,2003,62.20707,-5.5917,229
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3520041,11,8,2003,62.211585,-5.41511,165
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3520042,11,8,2003,62.37219,-5.41492,204
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3520043,11,8,2003,62.45939,-5.39918,191.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3520044,11,8,2003,62.45651,-5.22308,189
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3520045,11,8,2003,62.36636,-5.020955,226
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3520046,11,8,2003,62.31896,-5.254665,169
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3520048,11,8,2003,62.136105,-5.297035,166.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3520049,11,8,2003,62.04137,-5.466645,216.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3520050,11,8,2003,61.99671,-5.579725,219
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3520051,12,8,2003,62.09165,-5.591945,155
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3520052,12,8,2003,62.03037,-5.722465,201
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3520055,12,8,2003,61.61187,-6.1086,202
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3520058,12,8,2003,61.454885,-6.11312,198
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3520059,12,8,2003,61.382135,-5.771725,214
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3520060,13,8,2003,61.292675,-6.09815,233.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3520062,13,8,2003,61.19784,-6.389875,227.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3520066,13,8,2003,60.883995,-5.580675,429
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3520067,13,8,2003,61.032845,-5.3817,334.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3520068,13,8,2003,61.238665,-5.570775,216
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3520069,13,8,2003,61.289325,-5.260985,230
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3520071,14,8,2003,61.535255,-5.75868,195.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3520072,14,8,2003,61.55918,-5.92563,168
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3520073,14,8,2003,61.90835,-5.420705,185
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3520074,14,8,2003,61.95459,-4.92913,199
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3520075,14,8,2003,62.04101,-4.897475,185.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3520076,14,8,2003,62.21061,-4.7821,241.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3520077,14,8,2003,62.12707,-4.617185,268.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3520082,14,8,2003,62.21335,-4.41493,280
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3520083,15,8,2003,62.291645,-4.44856,293
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3520089,15,8,2003,62.370795,-4.589185,334.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3520090,15,8,2003,62.44255,-4.589145,414.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3520091,15,8,2003,62.44901,-4.943595,377.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3520092,15,8,2003,62.51042,-5.239905,246.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3520093,15,8,2003,62.512665,-5.57143,208.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3520094,15,8,2003,62.691765,-5.735745,396.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3520095,16,8,2003,62.596515,-5.902745,183
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3520096,16,8,2003,62.62699,-6.083595,184
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3520097,16,8,2003,62.770355,-6.253535,391
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3520098,16,8,2003,62.717585,-6.25918,278
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3520099,16,8,2003,62.736645,-6.427285,274
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3520100,16,8,2003,62.62683,-6.564715,160
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3520114,17,8,2003,62.62645,-7.09685,152.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3520115,17,8,2003,62.69497,-7.133315,172.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3520117,17,8,2003,62.78298,-6.60443,375.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3520118,17,8,2003,62.74741,-6.75961,213
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3520119,17,8,2003,62.756595,-6.926215,273.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3520120,17,8,2003,62.76062,-7.2386,409
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3520121,18,8,2003,62.70881,-7.24574,197
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3520122,18,8,2003,62.69181,-7.417765,227
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3520124,18,8,2003,62.62673,-7.564475,178
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3520125,18,8,2003,62.568105,-7.58651,157
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3520126,18,8,2003,62.533275,-7.735405,164.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3520127,18,8,2003,62.594835,-7.908675,321
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3520128,18,8,2003,62.516505,-8.23451,435
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3520131,18,8,2003,62.429925,-7.908295,138.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3560026,24,8,2003,61.63635,-7.290125,130
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3560034,24,8,2003,61.94803,-8.21564,145
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3560035,24,8,2003,61.95402,-8.64293,218
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3560036,24,8,2003,62.02848,-8.639175,215
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3560040,25,8,2003,62.389825,-8.42669,220
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3560041,25,8,2003,62.304735,-8.597325,239
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3560043,25,8,2003,62.449475,-8.891065,481
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3560044,25,8,2003,62.38907,-9.007125,482
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3560045,25,8,2003,62.38544,-8.926325,455.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3560046,25,8,2003,62.29733,-8.986325,453
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3560047,25,8,2003,62.21194,-9.1114,468
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3560048,25,8,2003,62.218355,-8.70507,255.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3560049,26,8,2003,62.03736,-8.69922,257.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3560050,26,8,2003,61.96786,-8.68261,287.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3560051,26,8,2003,61.813825,-8.536685,254.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3560052,26,8,2003,61.795745,-8.48083,200
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3560053,26,8,2003,61.711445,-8.309875,182
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3560054,26,8,2003,61.62374,-8.279305,493.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3560057,26,8,2003,61.54693,-8.035845,302.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3560059,26,8,2003,61.453665,-7.904725,311.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3560060,26,8,2003,61.53026,-7.749075,184.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3560061,26,8,2003,61.61929,-7.92365,346.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3560062,26,8,2003,61.6856,-7.90973,286.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3560063,27,8,2003,61.68795,-7.79216,349.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3560064,27,8,2003,61.60273,-7.5954,194
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3560066,27,8,2003,61.462175,-7.429265,182.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3560067,27,8,2003,61.453425,-7.56067,189
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3560068,28,8,2003,61.37035,-7.076245,141.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3560070,28,8,2003,61.30571,-7.191365,191
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3560071,28,8,2003,61.220905,-7.094595,184.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3560073,28,8,2003,61.311885,-6.91491,131
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3560076,28,8,2003,61.04966,-7.040615,252.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3560078,28,8,2003,60.880545,-6.96685,248.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3560080,28,8,2003,60.715265,-6.89469,284.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3560081,29,8,2003,60.6501,-6.5963,234
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3560084,29,8,2003,60.689625,-6.419475,216.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,3560085,29,8,2003,60.7053,-6.06329,454
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,4520001,6,8,2004,61.783365,-5.54774,159.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,4520003,6,8,2004,61.60409,-5.39271,307
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,4520004,6,8,2004,61.551655,-5.23515,295
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,4520005,6,8,2004,61.52855,-4.89692,224.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,4520006,6,8,2004,61.46035,-5.026975,237.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,4520007,6,8,2004,61.380095,-5.19108,219
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,4520010,6,8,2004,61.237785,-5.58456,217
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,4520011,6,8,2004,61.025375,-5.383395,348
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,4520012,7,8,2004,60.886285,-5.5738,429
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,4520013,7,8,2004,60.85869,-5.73173,401.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,4520014,7,8,2004,60.94918,-6.147575,225
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,4520016,7,8,2004,61.293615,-6.09315,237
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,4520017,7,8,2004,61.38624,-5.768175,209.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,4520018,7,8,2004,61.537275,-5.763575,194
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,4520019,7,8,2004,61.552635,-5.9041,166
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,4520020,7,8,2004,61.451315,-6.12196,193
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,4520021,7,8,2004,61.543555,-6.18134,212
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,4520022,7,8,2004,61.61569,-6.13826,216.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,4520040,9,8,2004,62.21248,-5.8035,184.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,4520042,9,8,2004,61.995025,-5.585495,223.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,4520044,9,8,2004,61.786825,-5.175805,218.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,4520045,9,8,2004,61.73024,-5.0842,234
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,4520046,9,8,2004,61.62678,-4.804975,298.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,4520047,9,8,2004,61.789425,-4.68892,289
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,4520048,9,8,2004,61.87397,-4.92487,207.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,4520049,9,8,2004,61.965495,-4.915565,195
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,4520050,9,8,2004,62.03827,-4.903795,185
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,4520051,10,8,2004,61.865515,-4.64083,292.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,4520052,10,8,2004,61.942665,-4.436675,372
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,4520053,10,8,2004,62.03602,-4.26567,337
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,4520058,10,8,2004,62.280035,-4.062555,372.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,4520062,11,8,2004,62.36944,-4.580025,332
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,4520063,11,8,2004,62.28856,-4.45066,286
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,4520064,11,8,2004,62.207425,-4.41539,279
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,4520065,11,8,2004,62.12556,-4.57131,271.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,4520066,11,8,2004,62.204285,-4.755655,249.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,4520067,11,8,2004,62.439515,-4.90512,380.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,4520068,11,8,2004,62.378795,-5.017025,233.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,4520069,11,8,2004,62.320705,-5.235245,178
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,4520070,11,8,2004,62.205445,-5.09025,182
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,4520076,12,8,2004,62.209005,-5.586605,227
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,4520077,12,8,2004,62.20926,-5.416895,166.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,4520078,12,8,2004,62.36894,-5.415435,202.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,4520079,12,8,2004,62.444985,-5.408775,202
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,4520080,13,8,2004,62.449575,-5.200395,179
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,4520081,13,8,2004,62.51175,-5.24755,247.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,4520082,13,8,2004,62.51284,-5.57858,207
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,4520083,13,8,2004,62.461835,-5.766015,150.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,4520086,13,8,2004,62.62509,-6.07385,182
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,4520087,13,8,2004,62.59685,-5.9204,185.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,4520088,13,8,2004,62.549025,-5.91472,158.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,4520089,13,8,2004,62.693915,-5.746,395.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,4520090,13,8,2004,62.766115,-6.228645,386
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,4520091,13,8,2004,62.71853,-6.26634,278
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,4520092,13,8,2004,62.735525,-6.418405,272
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,4520093,14,8,2004,62.783815,-6.58015,379
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,4520095,14,8,2004,62.675865,-6.731525,187
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,4520114,15,8,2004,62.602375,-6.923055,136
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,4520115,15,8,2004,62.61456,-7.051925,136.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,4520116,15,8,2004,62.6991,-7.09475,176
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,4520117,15,8,2004,62.758185,-6.9153,279.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,4520118,15,8,2004,62.761065,-7.23589,406.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,4520119,16,8,2004,62.70184,-7.239225,174
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,4520120,16,8,2004,62.691345,-7.417525,223.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,4520121,16,8,2004,62.67488,-7.570475,310.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,4520122,16,8,2004,62.655135,-7.57378,211.5
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,4520123,16,8,2004,62.598505,-7.885165,286
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,4520124,16,8,2004,62.51975,-8.20985,431
Lise H. Ofstad,yvirlitstrol_lg_summar,Faroe Islands,27.5.b.1,4520125,16,8,2004,62.38925,-8.42665,218.5
