PERSON,SOURCE,COUNTRY,DIVISION,HAUL_ID,DAY,MONTH,YEAR,LAT,LON,DEPTH_M
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,14380058,18,9,2014,61.034995,-7.116155,363.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,14380059,18,9,2014,61.20587,-7.35518,591.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,14380060,18,9,2014,61.381535,-7.732475,597
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,14380073,19,9,2014,61.790665,-8.540475,351.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,14380075,20,9,2014,61.878555,-9.228345,641
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,14380076,20,9,2014,61.946055,-8.88311,453.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,14380077,20,9,2014,62.036825,-9.13995,486
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,14380078,20,9,2014,62.124435,-9.438045,590.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,14380079,20,9,2014,62.207625,-9.1308,475.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,14380080,20,9,2014,62.28366,-9.293385,566
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,14380081,20,9,2014,62.367575,-9.542605,600
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,14380082,20,9,2014,62.542025,-9.43641,566.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,14380083,20,9,2014,62.47107,-9.2595,568.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,14380084,20,9,2014,62.429765,-8.938695,482.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,14380085,21,9,2014,62.50903,-8.278495,433.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,14380086,21,9,2014,62.595225,-7.9373,363.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,14380087,21,9,2014,62.680175,-7.76284,461.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,14380088,21,9,2014,62.786855,-7.24285,457
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,14380089,21,9,2014,62.846,-6.918825,513.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,14380090,21,9,2014,62.84327,-6.58955,504.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,14380091,21,9,2014,62.768915,-6.266695,382.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,14380093,21,9,2014,62.69349,-5.75102,392.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,14380095,24,9,2014,62.70499,-10.89805,594
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,14380096,24,9,2014,62.699235,-11.5407,669.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,14380103,24,9,2014,62.958135,-10.60835,465.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,14380105,25,9,2014,62.872915,-9.104465,412.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,14380119,29,9,2014,61.30482,-4.8993,480.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,14380120,29,9,2014,61.129535,-4.959275,699.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,14380121,29,9,2014,61.0551,-5.28685,408.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,15380001,18,9,2015,61.452805,-4.75971,429.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,15380005,18,9,2015,60.547085,-5.9939,485.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,15380006,18,9,2015,60.385305,-6.0133,469.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,15380007,18,9,2015,60.382875,-6.238145,429.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,15380012,19,9,2015,60.010225,-7.22791,531.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,15380013,19,9,2015,60.126785,-7.58345,562
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,15380017,19,9,2015,60.0517,-7.945225,820.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,15380032,21,9,2015,60.556015,-10.98295,471
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,15380033,21,9,2015,60.6268,-11.80345,443
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,15380034,21,9,2015,60.80088,-12.06935,882
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,15380039,22,9,2015,60.906835,-10.38825,668.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,15380049,23,9,2015,61.525885,-9.27501,773.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,15380057,24,9,2015,61.381545,-7.728545,590.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,15380059,24,9,2015,61.694965,-8.39165,440.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,15380060,24,9,2015,61.861625,-8.7568,460
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,15380062,24,9,2015,61.88617,-9.23668,621.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,15380063,25,9,2015,62.04274,-9.145425,489.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,15380064,25,9,2015,62.121715,-9.34401,549
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,15380065,25,9,2015,62.209285,-9.11733,467.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,15380066,25,9,2015,62.284755,-9.28495,561
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,15380067,25,9,2015,62.3637,-9.549585,601
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,15380068,25,9,2015,62.526575,-9.43829,574.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,15380069,25,9,2015,62.4714,-9.25492,572
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,15380070,25,9,2015,62.44058,-8.917515,484
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,15380071,25,9,2015,62.68313,-9.06447,500
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,15380072,25,9,2015,62.8184,-9.259715,448
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,15380073,26,9,2015,62.87075,-9.11065,410
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,15380074,26,9,2015,62.717575,-8.571565,499
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,15380075,26,9,2015,62.551425,-8.430205,491
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,15380076,26,9,2015,62.596035,-7.924195,356.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,15380078,26,9,2015,62.786755,-7.243775,458.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,15380079,26,9,2015,62.83819,-6.765425,493
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,15380080,26,9,2015,62.779675,-5.93275,479
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,15380081,27,9,2015,62.677775,-5.41881,522
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,16400003,16,9,2016,61.04731,-5.24903,463.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,16400004,16,9,2016,60.874925,-5.55835,462
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,16400008,16,9,2016,60.38104,-6.07596,443
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,16400009,17,9,2016,60.38224,-6.227265,431
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,16400012,17,9,2016,60.004645,-7.223625,553
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,16400014,17,9,2016,60.12592,-7.57975,562
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,16400018,18,9,2016,60.062675,-7.924025,826.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,16400032,20,9,2016,60.538495,-10.9689,470
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,16400033,20,9,2016,60.4741,-11.892,467.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,16400034,20,9,2016,60.613635,-11.7929,445
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,16400037,21,9,2016,60.951515,-10.60605,704.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,16400038,22,9,2016,60.903145,-10.40985,619
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,16400039,22,9,2016,61.015545,-10.39645,1010.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,16400040,22,9,2016,60.933765,-10.26085,870.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,16400051,23,9,2016,61.529525,-9.26851,787.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,16400056,24,9,2016,61.216245,-7.367075,599
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,16400057,24,9,2016,61.058385,-7.19867,524.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,16400059,24,9,2016,61.69371,-8.383865,430.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,16400060,25,9,2016,61.861705,-8.756085,461.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,16400061,25,9,2016,62.03488,-9.141385,490.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,16400062,25,9,2016,62.1159,-9.34567,550.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,16400063,25,9,2016,62.20421,-9.120035,469
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,16400064,25,9,2016,62.28091,-9.291435,568
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,16400065,25,9,2016,62.368045,-9.54733,601
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,16400066,25,9,2016,62.526025,-9.43588,577
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,16400067,25,9,2016,62.468825,-9.25431,572.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,16400068,25,9,2016,62.435525,-8.927175,490
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,16400070,26,9,2016,62.8198,-9.25165,448
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,16400071,26,9,2016,62.87512,-9.082005,412.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,16400072,26,9,2016,62.682225,-8.60697,503
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,16400073,26,9,2016,62.54696,-8.42415,488
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,16400074,26,9,2016,62.59501,-7.92802,350
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,16400076,26,9,2016,62.8405,-6.74987,497.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.2,14380003,12,9,2014,61.460405,-9.397125,694.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.2,14380004,12,9,2014,61.387885,-9.507505,729
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.2,14380024,14,9,2014,60.704315,-9.95815,575
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.2,14380025,15,9,2014,60.798045,-9.616075,579
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.2,14380026,15,9,2014,60.55463,-9.570325,520
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.2,14380027,15,9,2014,60.49528,-9.894925,339.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.2,14380028,15,9,2014,60.46328,-9.376905,328.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.2,14380029,15,9,2014,60.46775,-8.802375,320.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.2,14380030,15,9,2014,60.39133,-8.878155,426
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.2,14380031,15,9,2014,60.329075,-8.773615,598.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.2,14380033,15,9,2014,60.147725,-8.611275,707
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.2,14380035,16,9,2014,60.05309,-8.282375,782.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.2,14380038,16,9,2014,60.26258,-8.091025,529.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.2,14380061,18,9,2014,61.19004,-8.12125,344
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.2,14380063,19,9,2014,61.11435,-9.357475,493
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.2,14380064,19,9,2014,61.197905,-9.356495,589
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.2,14380065,19,9,2014,61.278075,-9.2688,493.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.2,14380066,19,9,2014,61.452635,-9.148645,560
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.2,14380068,19,9,2014,61.467695,-8.762925,489.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.2,14380069,19,9,2014,61.38615,-8.42967,544.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.2,14380070,19,9,2014,61.454865,-8.185605,573.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.2,15380018,19,9,2015,60.041855,-8.251145,779
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.2,15380019,20,9,2015,60.262265,-8.087465,529
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.2,15380022,20,9,2015,60.36528,-8.745375,491.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.2,15380023,20,9,2015,60.19192,-8.73435,725.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.2,15380026,20,9,2015,60.342525,-9.078055,461
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.2,15380027,20,9,2015,60.437985,-9.40028,403
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.2,15380028,21,9,2015,60.543665,-9.5678,511.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.2,15380029,21,9,2015,60.378045,-9.67395,1053.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.2,15380042,22,9,2015,60.72385,-9.92293,617.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.2,15380043,22,9,2015,60.7904,-9.65401,653.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.2,15380044,23,9,2015,61.03543,-9.56465,737.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.2,15380047,23,9,2015,61.2799,-9.32105,532
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.2,15380048,23,9,2015,61.45216,-9.44519,762.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.2,15380050,23,9,2015,61.45133,-9.142025,556
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.2,15380051,23,9,2015,61.469015,-8.76036,498
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.2,15380052,23,9,2015,61.388645,-8.430525,550.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.2,15380054,23,9,2015,61.193885,-8.135465,321
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.2,15380058,24,9,2015,61.457345,-8.19145,582
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.2,16400017,18,9,2016,60.03765,-8.20706,789
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.2,16400020,18,9,2016,60.34775,-8.38492,510.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.2,16400021,18,9,2016,60.36487,-8.716865,493.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.2,16400022,18,9,2016,60.1935,-8.72244,751.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.2,16400026,19,9,2016,60.33795,-9.08685,456
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.2,16400027,19,9,2016,60.43571,-9.40215,426
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.2,16400028,19,9,2016,60.54139,-9.56704,513.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.2,16400029,19,9,2016,60.385645,-9.710875,1015.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.2,16400042,22,9,2016,60.73364,-9.92357,635.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.2,16400044,22,9,2016,60.78373,-9.646815,639.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.2,16400045,23,9,2016,61.042475,-9.524865,659
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.2,16400046,23,9,2016,61.12511,-9.49193,689.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.2,16400047,23,9,2016,61.207355,-9.517055,801.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.2,16400048,23,9,2016,61.28681,-9.315925,527
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.2,16400049,23,9,2016,61.448875,-9.40202,692
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.2,16400052,23,9,2016,61.450885,-9.13958,536.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.2,16400053,24,9,2016,61.472625,-8.7689,502
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.2,16400054,24,9,2016,61.385355,-8.420695,547.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.6.a,14380042,16,9,2014,59.954745,-8.09306,583
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.6.a,14380043,16,9,2014,59.882825,-7.9261,608.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.6.a,14380044,17,9,2014,59.95152,-7.76599,573.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.6.a,14380046,17,9,2014,59.933405,-7.43646,722
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.6.a,14380048,17,9,2014,59.940475,-7.095625,768
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.6.a,14380050,17,9,2014,59.973845,-6.730425,442.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.6.a,15380014,19,9,2015,59.97889,-7.5697,560
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.6.a,15380015,19,9,2015,59.889515,-7.898005,618
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.6.a,15380016,19,9,2015,59.955295,-8.100235,583.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.6.a,16400010,17,9,2016,59.97813,-6.716405,388.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.6.a,16400011,17,9,2016,59.94116,-7.083705,762.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.6.a,16400013,17,9,2016,59.977725,-7.56498,559.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.6.a,16400015,18,9,2016,59.891585,-7.887145,619.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.6.a,16400016,18,9,2016,59.96581,-8.054555,629.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,19400002,13,9,2019,61.3154,-4.89195,463.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,19400003,13,9,2019,61.04732,-5.297325,408
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,19400008,17,9,2019,61.02653,-7.184605,528.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,19400010,17,9,2019,60.816175,-7.090765,511
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,19400013,17,9,2019,60.379675,-6.208345,443
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,19400016,18,9,2019,60.131145,-7.62267,585.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,19400026,19,9,2019,60.53507,-10.95355,452.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,19400028,19,9,2019,60.899815,-10.39515,610
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,19400029,20,9,2019,60.953245,-10.56465,722.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,19400032,20,9,2019,60.93635,-10.2623,878
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,19400049,22,9,2019,61.79314,-8.53547,336
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,19400050,22,9,2019,61.850035,-8.737375,455.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,19400051,22,9,2019,62.030185,-9.13669,482
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,19400054,22,9,2019,62.367525,-9.520325,600
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,19400055,22,9,2019,62.432365,-8.93443,487
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,19400056,23,9,2019,62.68609,-9.063845,502
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,19400057,23,9,2019,62.866275,-9.10305,413.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,19400058,23,9,2019,62.719555,-8.568215,501.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,19400059,23,9,2019,62.6812,-7.77343,466
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,19400060,23,9,2019,62.791095,-7.257925,474.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,19400061,23,9,2019,62.8435,-6.752825,501.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,19400062,23,9,2019,62.774415,-5.922165,472.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.2,19400018,18,9,2019,60.04619,-8.255765,782
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.2,19400019,18,9,2019,60.26355,-8.062615,520.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.2,19400020,18,9,2019,60.351065,-8.397785,511
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.2,19400022,19,9,2019,60.344095,-9.080745,453.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.2,19400034,20,9,2019,60.738755,-9.920565,643
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.2,19400035,20,9,2019,60.78247,-9.6067,573
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.2,19400037,20,9,2019,61.026775,-9.568805,734.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.2,19400038,21,9,2019,61.20808,-9.525345,817.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.2,19400039,21,9,2019,61.283525,-9.26975,494.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.2,19400041,21,9,2019,61.45139,-9.40744,696
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.2,19400045,21,9,2019,61.47969,-8.78238,510
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.2,19400046,21,9,2019,61.392,-8.449955,529.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.2,19400048,22,9,2019,61.462135,-8.187525,540
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.6.a,19400017,18,9,2019,59.885655,-7.90918,616
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,17460002,15,9,2017,61.305935,-4.889095,487.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,17460003,16,9,2017,61.04564,-5.237335,479
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,17460004,16,9,2017,60.87532,-5.550525,468
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,17460005,16,9,2017,60.54807,-5.99387,484
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,17460006,16,9,2017,60.38375,-6.23004,430
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,17460011,16,9,2017,60.11319,-7.59923,577
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,17460012,17,9,2017,60.00789,-7.74537,633
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,17460013,17,9,2017,60.011055,-7.910175,736.5
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,17460023,18,9,2017,61.03078,-7.17764,507
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,17460041,20,9,2017,60.5317,-10.9622,471
Lise H. Ofstad,yvirlitstrol_djupt,Faroe Islands,27.5.b.1,17460044,21,9,2017,60.766385,-12.39735,640.5
